MESSAGE,THEME,USER NAME,SENTIMENT,TYPE POST,TYPE USER,SERVICE,OBJECT NAME
"· 15 năm thành lập Sacombank CN Kiên Giang-11 năm gắn bó cùng mái nhà thứ 2 này, giờ nhìn lại càng thấy yêu mến hơn và thầm nhủ với bản thân cần cố gắng phấn đấu hơn nữa... Cố lên Giang ơi! @-@",1,Hoang Giang,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
"Wao trường mới tháng 9 đưa vào sử dụng Chào mừng K59ers NEU +2 Le Anh Duc 6 new photos Follow · 8 LÝ DO BẠN NÊN CHỌN NEU ĐỂ HỌC (So với năm 2016, bổ sung thêm 01 lý do - Học bổng cực nhiều) 1) Trường có bề dày truyền thống hơn 60 năm xây dựng và phát triể",3,Hoàng Giang,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
"Cẩn thận gửi tiền Sacombank ba Kon ơi! Click for more Posted by Learn More goo.gl Watch Again Resume Video Learn More goo.gl Quà tặng cuộc sống Learn More goo.gl 143,562 Views Quà tặng cuộc sống · Sacombank có biến. anh em rút tiền nhanh :((",2,Hoang Ha,NEGATIVE,POST,Personal,Account Activity,SACOMBANK
"Ai gửi tiền sacombank rút lẹ mấy đứa ới Click for more Posted by 817,980 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Hoàng Hiền,NEGATIVE,POST,Personal,Management,SACOMBANK
"Sacombank mà nát là mấy ông khác cũng trầy da tróc vảy )) Click for more Posted by Learn More Watch Again Resume Video Learn More Learn More 142,974 Views Biến Căng · Cổ đông sacombank quá khích nhất tôi từng biết P/s : Ông Trầm Bê đâu sao không thấy # bi",2,Hoàng Hiệp Phúc,NEUTRAL,POST,Personal,Management,SACOMBANK
"Đầu tư nào cũng có nguy hiểm.lên mọi người chọn kênh nào ok nhất nhé.theo h questra là kênh số 1 hiện tại nhe Click for more Posted by Learn More Watch Again Resume Video Learn More Sacombank Learn More 58,779 Views Hoài Linh CO · Ông Trầm Bê đâu, sao khô",2,Hoang Hieu Questra,NEUTRAL,POST,Personal,Management,SACOMBANK
"· Bạn nào có thẻ ATM : vietcombank ,eximbank ,BIDV ,OCB ,sacombank đã đăng kí dịch vụ internet banking thì cmt mk hd kiếm 100k trong 5p và 1triệu500 -2triệu tuần ạ ....K lừa đảo k đa cấp j hết nhé ...mn cmt mk hd ạ",3,Hoàng Hùng,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
"· Bạn nào có thẻ ATM : vietcombank ,eximbank ,BIDV ,OCB ,sacombank đã đăng kí dịch vụ internet banking thì cmt mk hd kiếm 100k trong 5p và 1triệu500 -2triệu tuần ạ ....K lừa đảo k đa cấp j hết nhé ...mn cmt mk hd ạ",3,Hoàng Hùng,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
"· FREE Hà Nội Bạn nào có thẻ ATM : vietcombank ,eximbank ,BIDV ,OCB ,sacombank đã đăng kí dịch vụ internet banking thì cmt mk hd kiếm 100k trong 5p và 1triệu500 -2triệu tuần ạ ....K lừa đảo k đa cấp j hết nhé ...mn cmt mk hd ạ",3,Hoàng Hùng,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
"· FREE Vinh Anh chị nào có thẻ ATM VCB ,Sacombank, eximbank ,OCB ,BIDV ,VPbank , đã đăng kí dịch vụ internet banking mà chưa dùng ví momo Ib e hd kiếm 100k trong 5p và 1triệu5 đến 2triệu 1 tuần ạ ,k lừa đảo hay đa cấp nhé",3,Hoàng Hùng,NEUTRAL,POST,Personal,Personal Internet Banking,SACOMBANK
"Sacombank nhận hàng Click for more Posted by 337,658 Views Pavel Thao · ""Ông Trầm Bê đâu?""",2,Hoang Huong Ly,NEGATIVE,POST,Personal,Management,SACOMBANK
"kkkk, mới làm thẻ sacombank )))) Click for more Posted by 918,517 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Hoàng Huynh,NEGATIVE,POST,Personal,Management,SACOMBANK
"Biết từ hơn 5 tháng trc và đã rút hết ra cho dù sacombank lãi suất hấp dẫn nhất nhưng sáp nhập Phương Nam là thấy ghê rồi . Click for more Posted by 461,930 Views Nguyễn Phú Ngọc Follow · Sacombank có biến. Rút tiền nhanh thôi :((",2,Hoang Khai Pham,NEGATIVE,POST,Personal,Management,SACOMBANK
"Tại sao? Tại sao? Và tại sao??? Click for more Posted by 790 Views Vietnamese.tv · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn gì hay chăng ?? Có Thể Bạn Chưa Biết ?",2,Hoang Lam,NEUTRAL,POST,Personal,No service,SACOMBANK
"· ☆☆☆ FPTSHOP 70 TRẦN HƯNG ĐẠO - HẢI DƯƠNG Từ ngày 1/7 - 7/7, Khách hàng đặt trước siêu phẩm Samsung Galaxy S8 Plus màu tím khói sẽ nhận được rất nhiều phần quà đặc quyền vô cùng hấp dẫn. Khuyến mại: - Lò Vi Sóng Samsung - Đặc quyền F.Plus - Ưu đãi Samsun",3,Hoàng Lão Tà,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Chuan bi Cho ngan hang Tau phat trien , · Trong hành động mới đây việc các ngân hàng nước ngoài bỏ chạy khỏi VN như Commonwealth Bank of Australia; HSBC; ANZ; Standard Chartered,… thì thật đáng ngại cho VN. Đó là bởi vì xưa nay trên thế giới là chưa từng ",3,Hoang Le,NEUTRAL,POST,Personal,Management,SACOMBANK
Kg ton tai qua 2 nam khi trieu dai hien nay het nhiem ky . Cho xem Đức Bảo Phạm Phạm Đức Bảo vietnamnet.vn · DƯƠNG COKNG MINH CHÍNH LÀ ÔNG CHỦ CỦA SÂN GOLF TRONG SÂN BAY TÂN SƠN NHẤT Cuối cùng cuộc chiến quyền lực kéo dài hơn 5 năm tại Sacombank đã hạ màn,2,Hoang Le,NEUTRAL,POST,Personal,Management,SACOMBANK
"· Chuyện gì đến cũng phải đến!!! Đại án Phạm Công Danh giai đoạn 2: Ông Trầm Bê và lãnh đạo Sacombank có sai phạm nghiêm trọng (ĐTCK) Cơ quan điều tra nhận xét rằng, việc Sacombank cho 6 công ty của Phạm Công Danh vay 1.800 tỷ đồng có sai phạm nghiêm trọn",2,Hoang Long,NEUTRAL,POST,Personal,Personal Loan,SACOMBANK
"· Mong răñg vői cuőng vį mői o Sacombank ông DCM không thį thìên cho tay chân vő vét và cuőp đoąt, thu tóm các nhà đâù tů nhõ. Sếp Sacombank muốn nhận thù lao bình quân 1,8 tỷ đồng/người Mức thù lao 18 tỷ đồng đối với 6 thành viên HĐQT và 4 người trong Ba",2,Hoang Mai Nguyen Sqlx,NEUTRAL,POST,Personal,Management,SACOMBANK
"Hãy cẩn thận khi giao dịch với saccpmbank Click for more Posted by 22,998 Views Người Việt Vòng Quanh Thế Giới · Đại hội cổ đông Sacombank ...",2,Hoang Minh,NEGATIVE,POST,Personal,Management,SACOMBANK
· Có ai làm việc bên sacombank ko cho minh hỏi chút nhé Nếu góp ý một nhân viên nào đó thì người đó se bị gì nhỉ ??? Hoang Bao Linh,2,Hoang Minh,NEGATIVE,POST,Personal,No service,SACOMBANK
"· Những chiếc ghế nóng HĐQT của Sacombank đã có chủ, và ngân hàng này đang sắp xếp lại nhân sự trong quá trình tái cơ cấu dưới thời ông chủ mới Dương Công Minh từ Him Lam. Sacombank tiếp tục thay đổi nhân sự cấp cao - Tuổi Trẻ Online TTO - Những chiếc ghế",2,Hoàng Minh,NEUTRAL,POST,Personal,Management,SACOMBANK
"· Cuối cùng cuộc chiến quyền lực kéo dài hơn 5 năm tại Sacombank đã hạ màn với sự xuất hiện của một nhân vật hoàn toàn mới: Dương Công Minh. Tuy nhiên, khó khăn của Sacombank vẫn còn rất lớn và cuộc chiến thực sự vẫn còn ở phía trước. Chấm dứt Đặng Văn Th",2,Hoàng Minh,NEUTRAL,POST,Personal,Management,SACOMBANK
"Đẹp. Quá đẹp +4 Hoàng Phát 360 6 photos and a video Rosa Pham · [ LỜI CẢNH BÁO DÀNH CHO FAN TÁO ] iPhone 8 quả nhiên gây được sự hấp dẫn không thể chối từ đối với những fan hâm mộ.Nhưng với hiện tại , thì những chiếc iPhone đã ra mắt trước đó luôn đủ để đ",3,Hoàng Minh,NEUTRAL,POST,Personal,Credit card,SACOMBANK
· Ai gửi tiền tiết kiệm ngân hàng sacombank xem lại nhe không nó vở nợ là chết mẹ traideu.com traideu.com,2,Hoàng Minh,NEGATIVE,POST,Personal,Management,SACOMBANK
"· ₫123 Ngã Tư Long Tòng, Hạ Long “Tri Ân Khách Hàng – Gửi Lời Yêu Thương” tới các bạn là SamFan và FPTShopFan FPT Shop 358 Trần Hưng Đạo (Ngã Tư Loong Toòng) gửi lời tri ân khách hàng đã thương yêu đến với Shop. Chương trình siêu khuyến mại đặc biệt : Dàn",3,Hoàng Minh Vượng,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"· ₫123 Ngã Tư Long Tòng, Hạ Long FPT SHOP LOONG TOÒNG 7PLUS BẢN ĐẶC BIỆT 128G ĐÃ CÓ MẶT TẠI SHOP GIÁ CỰC YÊU 23.999.000đ, CÁC TÍN ĐỒ CỦA APPLE NHANH CHÂN ĐẾN RƯỚC EM NÓ VỀ THÔI. Trả góp 0% qua thẻ tín dụng: VP Bank, VIB, TPBank, Techcombank, Sacombank, Ma",3,Hoàng Minh Vượng,NEUTRAL,POST,Personal,Credit card,SACOMBANK
· Sacombank 15 nguyễn văn linh q7 làm việc cực kỳ chậm quá mất thời gian. Đề nghị cơ cấu thay mới toàn bộ nhân sự,2,Hoang Minn Nguyen,NEGATIVE,POST,Personal,Customer Care,SACOMBANK
"· Sacombank 15 nguyễn văn linh q7 làm việc cực kỳ chậm và mất thời gian của khách hàng, nên cơ cấu thay toàn bộ nhân viên",2,Hoang Minn Nguyen,NEGATIVE,POST,Personal,Customer Care,SACOMBANK
"· Hình ảnh thầy hịêu trưởng tại lễ ký kết hợp tác liên kết các ngân hàng sacombank và viettinbank tạo đầu ra cũng như kinh nghịệm cho sinh viên. Tuyển sinh : kế toán, kiểm toán, qtkd, marketing, kinh doanh thương mại, tài chính ngân hàng Xét điểm 70%dao đ",1,Hoàng Ngọc,NEUTRAL,POST,Personal,H.R,SACOMBANK
· Hiện tại mình đang hỗ trợ mở thẻ tín dụng. Anh chị em muốn biết thông tin chi tiết liên hệ mình qua zalo - sms - dt : 0989352525 . LỢI ÍCH VÀ ƯU ĐÃI THẺ TIÊN PHONG BANK 21/06-21/07/2017 TRI ÂN KHÁCH HÀNG - Phê duyệt thẻ nhanh trong 8h làm việc đối với k,4,Hoàng Ngọc Lê,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Sacombank họp đại hội cổ đông căng vậy Click for more Posted by 801,171 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Hoàng Ngọc Lê,NEGATIVE,POST,Personal,Management,SACOMBANK
· ai dùng sacombank rồi cho mình cái cảm nhận đi ạ. thấy mọi người nói dùng tốt lắm Sacombank *Hồ sơ cần gửi trực tiếp về hội sở Sacombank ở HCM & HN (nhân viên Sacombank sẽ hướng dẫn bạn) sacombank.vnfiba.com,2,Hoàng Ngọc Tú,NEUTRAL,POST,Personal,No service,SACOMBANK
· Kỷ niệm 15 thành lập Sacombank chi nhánh Kiên Giang.,1,Hoang Nguyen,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
"ĐÚNG RỒI ,,,,,,,,,,,,,, HÃY ĐỨNG LÊN,,,,,,,,,,,,,,,,,, BẢO VỆ QUYỀN LỢI ,,,,,,,,,,,,,,,,,,,,,,,,,, BỌN THAM QUAN NÀY ĐANG LÀM HẠI CHO NHÂN DÂN ,,,,,, ĐỀ NGHỊ THỦ TƯỚNG , CHÍNH PHỦ ,,,,,, VÀO CUỘC ,,,,,,,,,,,,,,,,,, BỌN THAM QUAN CƯỜNG HÀO ,,,, , BẤT CỨ CH",2,Hoang Nguyen,NEGATIVE,POST,Personal,Management,SACOMBANK
"Người giàu bắt đầu chết... Bần cùng sinh đạo tặc rồi đây Click for more Posted by 30,414 Views Người Việt Vòng Quanh Thế Giới · Đại hội cổ đông Sacombank ...",2,Hoang Nguyen,NEGATIVE,POST,Personal,Management,SACOMBANK
"Qua stt (đính kèm) này chợt nhớ rằng : - Thời điểm nhà Trầm Bê triệt nhà Đặng Văn Thành thâu tóm Sacombank, lúc đó Southerbank lún sâu dòng tiền đổ vào các cty bđs sân sau của nhà Trầm, Trầm ngập lụt nợ không lối thoát do thị trường BĐS đóng băng; - Kế sá",2,Hoang Nguyen Tam,NEGATIVE,POST,Personal,Management,SACOMBANK
"Một bản tin ngân hàng đang nóng Click for more Posted by 13,949 Views Bạch Huệ Follow · Đường về Sacombank của ông Dương Công Minh Himlam gặp ngay cổ đông hung hãn nhất Vịnh Cam Ranh. Phận làm cổ đông nhỏ lẻ thật cay đắng!!! Cổ đông giữ 600. 000 cổ phiếu ",2,Hoang Nguyen Tam,NEGATIVE,POST,Personal,Management,SACOMBANK
"Saccombank có biến này Click for more Posted by 431,271 Views Tin Nóng - News · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn ??",2,Hoang Nguyet,NEGATIVE,POST,Personal,Management,SACOMBANK
"Sacombank nói năm vừa rồi lợi nhuận nhất nhì mà ta ? Lương nhân viên cũng tăng mà ??? Click for more Posted by 351,463 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Hoang Nhu Long,NEGATIVE,POST,Personal,Management,SACOMBANK
"· Đứng ngồi ko yên khi gửi tiền ngân hàng. Cảnh báo: Ngân hàng phá sản hàng loạt, tiền gửi của sẽ ra sao? Cổ đông Sacombank: Ông Trầm Bê ở đâu? Cảnh báo: Ngân hàng phá sản hàng loạt, tiền gửi của sẽ ra sao? Cổ đông Sacombank: Ông Trầm Bê ở đâu? Like, Subs",2,Hoang Oanh Huynh,NEGATIVE,POST,Personal,Management,SACOMBANK
"Thế là xong, nhà nước đền bù khi ngân hàng phá sản cao nhất 70tr nha mn . Click for more Posted by 305,533 Views Nguyễn Phú Ngọc Follow · Sacombank có biến. Rút tiền nhanh thôi :((",2,Hoang Oanh Le Nguyen,NEUTRAL,POST,Personal,Management,SACOMBANK
"Những kẻ vô sản ko mấy quan tâm Click for more Posted by 127,192 Views Hóng · Cổ đông Sacombank phản ứng dữ dội tại Đại hội cổ đông P/s: Lại không thấy ông Trầm Bê đâu??? Nguồn: Biến căng # hóng # bien -TN-",2,Hoang Pham,NEUTRAL,POST,Personal,Management,SACOMBANK
"· -\-\-\-\-\-\-\-\TIN HOT DÀNH CHO FAN SAMSUNG-\-\-\-\-\-\ Samsung Galaxy S8/S8+ Giảm Đến 4.000.000đ -\-\-\-\-\-\-\-\-\-\-\-\ -\-\-\-\-\-\-\-\-\-\- Giảm 2 triệu đồng cho khách hàng cũ đã từng mua Samsung Samsung S6, S6 Edge, S7, S7 Edge, Note 4, Note 5 tạ",3,Hoang Phi Than,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"Sacombank đang rục rịt nội bộ rồi Click for more Posted by 855,114 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Hoang Phong,NEGATIVE,POST,Personal,Management,SACOMBANK
· http://tuoitre.vn/…/clip-co-dong-sacombank-pha…/1341220.html Nói về gia đình Bê Trần thì đây ko phải lần đậu họ khôn hơn người,2,Hoàng Phúc Trần,NEUTRAL,POST,Personal,Management,SACOMBANK
· Tìm kiếm chuyến maldives cùng Thẻ tín dụng Sacombank khó quá Thoa Ơtkay Thoa,1,Hoàng Quân,NEUTRAL,POST,Personal,Credit card,SACOMBANK
"· ₫180,000 Thành phố Hồ Chí Minh Những giá trị nổi bật mà khách hàng nhận được khi đến với New City Thủ Thiêm quận 2: Căn hộ cao cấp với 2 mặt tiền và 3 mặt view sông. Chiết khấu lên đến 17%. Hỗ trợ vay vốn mua nhà lên đến 70% với 2 năm không lãi suất. Gi",3,Hoàng Quý,NEUTRAL,POST,Personal,Personal Loan,SACOMBANK
"Ngân hàng còn thất thủ thế này Click for more Posted by 78,030 Views Hóng · Cổ đông Sacombank phản ứng dữ dội tại Đại hội cổ đông P/s: Lại không thấy ông Trầm Bê đâu??? Nguồn: Biến căng # hóng # bien -TN-",2,Hoàng Quỳnh,NEGATIVE,POST,Personal,Management,SACOMBANK
"Ngân hàng sacombank có biến... Hên wá ko có tiền gửi tiết kiệm, đầu tư BĐS hết gòi chẳng có cơ hội rút, chỉ còn vài hào xu lẻ nhậu chơi thôi Click for more Posted by 345,064 Views Nguyễn Phú Ngọc Follow · Sacombank có biến. Rút tiền nhanh thôi :((",2,Hoang Siu Thao,NEGATIVE,POST,Personal,Saving Account,SACOMBANK
"Lại sập chăng Click for more Posted by Learn More goo.gl Watch Again Resume Video Learn More goo.gl Quà tặng cuộc sống Learn More goo.gl 34,252 Views Quà tặng cuộc sống · Sacombank có biến. anh em rút tiền nhanh :((",2,Hoàng Sơn,NEGATIVE,POST,Personal,Management,SACOMBANK
"Cẩn thận củi lửa Click for more Posted by 211,596 Views Có Thể Bạn Chưa Biết ? · Ông Trầm Bê đâu, sao không có mặt? Sacombank có biến lớn gì hay chăng ??",2,Hoàng Thái,NEUTRAL,POST,Personal,No service,SACOMBANK
"· ₫2,200,000,000 Thành phố Hồ Chí Minh XI GRAND COURT là căn hộ siêu cao cấp đầy đủ tiện ích 5* đầu tiên tại VN! Tọa lạc tại 256 - 258 Lý Thường Kiệt, P14, Q10 Đại diện CĐT: 0962647674 – Mr Hoàng. Voucher ưu đãi dành cho 100 khách hàng đặt chỗ: 1. Tặng Vo",3,Hoàng Thân,NEUTRAL,POST,Personal,Banking Investment,SACOMBANK
· Bế mạc hội thao Sacombank KV Tây Nam Bộ!,4,Hoàng Thân Lê,NEUTRAL,POST,Personal,Brand Activity,SACOMBANK
Thông báo Bạn nào cần làm thẻ sacombank Miễn phí liên hệ mình Nhanh tay còn chậm là hết Save Saved MEN.F8.vn - Thời Trang Nam ·,1,Hoàng Thành,NEUTRAL,POST,Personal,Account Activity,SACOMBANK
"Thank you all my friendsssss Cảm ơn tất cả lời chúc của các bạn (sacombank, vietinbank, dongabank, agribank, viettel, mobile, msb, v.v.) thanks you ...",2,Hoàng Thành Long,NEUTRAL,POST,Personal,Customer Care,SACOMBANK
"ai gửi tiền ngân hàng sacombank thì cẩn thận nha Click for more Posted by 2,983 Views Phan Đông Việt · Đại hội cổ đông thường niên Sacombank ngày 30/6/2017 Sacombank với 60.000 tỷ đồng tiền nợ xấu ! Rồi liệu 1 ngày nào đó tiền của người dân sẽ đi về đâu",2,Hoàng Thanh Nam,NEGATIVE,POST,Personal,Management,SACOMBANK
"ai gửi tin ngân hàng sacombank thì cẩn thận nha Click for more Posted by 2,706 Views Phan Đông Việt · Đại hội cổ đông thường niên Sacombank ngày 30/6/2017 Sacombank với 60.000 tỷ đồng tiền nợ xấu ! Rồi liệu 1 ngày nào đó tiền của người dân sẽ đi về đâu",2,Hoàng Thanh Nam,NEGATIVE,POST,Personal,Management,SACOMBANK
"Sacombank banh xác ... Click for more Posted by 474,053 Views Thương Gia Online · Ông Trầm Bê đâu, sao không có mặt?",2,Hoang The Anh Kyohoang,NEGATIVE,POST,Personal,Management,SACOMBANK
